Quantidade média de operações para inserção de registros aleatórios
, Arvore AVL, Arvore Rubro-negran, Arvore B
, 529309.312, 13365.200, 25266.199 
, 530879.500, 13385.900, 25293.900 
, 532449.688, 13408.400, 25345.400 
, 534032.375, 13429.800, 25373.301 
, 535623.312, 13452.000, 25426.301 
, 537216.812, 13473.600, 25454.301 
, 538810.500, 13496.800, 25507.400 
, 540448.000, 13519.000, 25535.500 
, 542107.688, 13541.300, 25587.400 
, 543749.375, 13562.600, 25615.699 
, 545310.312, 13584.600, 25667.801 
, 546913.000, 13606.000, 25696.301 
, 548540.875, 13628.500, 25753.500 
, 550119.500, 13649.700, 25781.801 
, 551661.688, 13672.500, 25838.801 
, 553245.125, 13693.300, 25866.900 
, 554797.312, 13716.000, 25921.199 
, 556352.625, 13737.000, 25949.301 
, 557905.688, 13759.000, 26003.600 
, 559472.188, 13780.400, 26031.699 
, 561047.312, 13802.800, 26087.301 
, 562624.812, 13824.400, 26115.301 
, 564202.688, 13847.000, 26170.801 
, 565798.688, 13868.100, 26198.699 
, 567405.125, 13890.500, 26252.801 
, 569011.812, 13911.800, 26280.699 
, 570604.875, 13934.000, 26334.801 
, 572215.625, 13955.400, 26362.699 
, 573836.875, 13977.500, 26419.301 
, 575453.625, 13999.000, 26447.000 
, 577065.125, 14021.300, 26503.400 
, 578694.688, 14042.100, 26530.900 
, 580326.688, 14064.600, 26582.199 
, 581961.125, 14085.500, 26609.900 
, 583595.125, 14107.800, 26661.400 
, 585241.812, 14129.200, 26689.301 
, 586896.875, 14151.600, 26742.301 
, 588554.188, 14173.000, 26770.301 
, 590211.875, 14195.900, 26823.400 
, 591897.375, 14217.800, 26851.500 
, 593595.500, 14240.000, 26903.400 
, 595288.812, 14261.600, 26931.699 
, 596945.688, 14283.400, 26983.801 
, 598628.188, 14304.800, 27012.301 
, 600326.500, 14327.200, 27068.301 
, 602005.375, 14348.600, 27096.699 
, 603668.125, 14370.900, 27152.600 
, 605358.188, 14392.200, 27180.900 
, 607037.312, 14414.600, 27234.199 
, 608720.812, 14435.800, 27262.600 
, 610401.875, 14457.800, 27316.000 
, 612095.125, 14478.700, 27344.500 
, 613799.125, 14501.200, 27399.301 
, 615504.812, 14523.000, 27427.801 
, 617210.312, 14545.400, 27482.600 
, 618934.688, 14566.700, 27511.100 
, 620669.312, 14589.300, 27564.600 
, 622403.812, 14610.400, 27593.199 
, 624124.688, 14632.400, 27646.801 
, 625863.375, 14653.800, 27675.500 
, 627612.875, 14676.100, 27731.699 
, 629357.375, 14697.400, 27760.301 
, 631096.688, 14719.700, 27816.400 
, 632855.812, 14741.000, 27844.900 
, 634614.688, 14763.200, 27897.199 
, 636378.375, 14784.600, 27925.900 
, 638139.125, 14806.400, 27978.400 
, 639912.688, 14827.500, 28007.301 
, 641696.875, 14850.200, 28061.301 
, 643481.125, 14871.300, 28090.301 
, 645268.125, 14895.000, 28144.400 
, 647191.688, 14917.000, 28173.500 
, 649198.312, 14940.400, 28226.400 
, 651108.688, 14962.600, 28255.699 
, 652669.812, 14985.400, 28308.801 
, 654367.375, 15007.600, 28338.301 
, 656147.500, 15030.500, 28398.900 
, 657708.000, 15053.300, 28428.000 
, 659095.500, 15076.600, 28488.199 
, 660621.312, 15098.700, 28516.900 
, 661980.375, 15122.100, 28574.199 
, 663343.875, 15144.300, 28602.699 
, 664704.812, 15167.300, 28659.801 
, 666079.500, 15189.700, 28688.100 
, 667462.375, 15212.900, 28746.301 
, 668847.688, 15235.300, 28774.301 
, 670233.625, 15259.100, 28832.199 
, 671637.812, 15281.200, 28859.900 
, 673052.375, 15304.800, 28916.199 
, 674467.125, 15327.100, 28943.699 
, 675868.188, 15350.100, 28999.801 
, 677286.500, 15372.300, 29027.100 
, 678716.000, 15395.600, 29085.500 
, 680140.688, 15418.100, 29112.400 
, 681560.000, 15441.400, 29170.400 
, 682999.125, 15463.700, 29196.900 
, 684438.000, 15486.900, 29247.199 
, 685881.312, 15508.900, 29273.900 
, 687322.375, 15531.900, 29324.400 
, 688777.125, 15554.500, 29351.301 
, 690239.812, 15577.500, 29403.301 
, 691705.500, 15600.300, 29430.301 
, 693171.000, 15624.000, 29482.400 
, 694663.375, 15646.600, 29509.500 
, 696170.812, 15670.300, 29560.400 
, 697671.875, 15692.700, 29587.699 
, 699136.812, 15715.700, 29638.801 
, 700627.312, 15737.900, 29666.301 
, 702133.375, 15761.100, 29721.301 
, 703620.688, 15783.900, 29748.699 
, 705091.188, 15807.000, 29803.600 
, 706589.500, 15829.500, 29830.900 
, 708076.188, 15852.500, 29883.199 
, 709566.625, 15874.400, 29910.600 
, 711056.812, 15897.700, 29963.000 
, 712559.312, 15920.100, 29990.500 
, 714070.375, 15943.500, 30044.301 
, 715583.875, 15966.100, 30071.801 
, 717097.812, 15989.700, 30125.600 
, 718629.812, 16011.800, 30153.100 
, 720172.188, 16035.200, 30205.600 
, 721715.125, 16057.700, 30233.199 
, 723244.188, 16080.700, 30285.801 
, 724789.375, 16102.600, 30313.500 
, 726347.812, 16126.000, 30368.699 
, 727900.500, 16148.500, 30396.301 
, 729448.000, 16172.000, 30451.400 
, 731015.125, 16194.300, 30478.900 
, 732582.000, 16217.500, 30530.199 
, 734152.188, 16239.200, 30557.900 
, 735722.375, 16262.500, 30609.400 
, 737305.125, 16285.100, 30637.301 
, 738895.812, 16308.100, 30690.301 
, 740489.312, 16330.700, 30718.301 
, 742083.000, 16354.900, 30771.400 
, 743720.688, 16378.300, 30799.500 
, 745380.188, 16401.400, 30851.400 
, 747021.000, 16423.600, 30879.699 
, 748583.000, 16446.900, 30931.801 
, 750185.875, 16469.500, 30960.301 
, 751813.375, 16492.600, 31017.500 
, 753393.312, 16515.301, 31045.801 
, 754934.625, 16538.801, 31102.801 
, 756517.812, 16560.600, 31130.900 
, 758069.812, 16584.100, 31185.199 
, 759625.312, 16606.301, 31213.301 
, 761178.625, 16629.500, 31267.600 
, 762743.812, 16651.400, 31295.699 
, 764319.812, 16674.900, 31351.301 
, 765897.312, 16697.500, 31379.301 
, 767475.375, 16721.301, 31434.801 
, 769071.375, 16743.400, 31462.699 
, 770677.812, 16766.801, 31516.801 
, 772284.688, 16789.301, 31544.699 
, 773877.812, 16812.301, 31598.801 
, 775488.312, 16834.699, 31626.699 
, 777109.375, 16857.600, 31683.301 
, 778725.000, 16879.801, 31711.000 
, 780337.625, 16903.600, 31767.400 
, 781967.375, 16925.400, 31794.900 
, 783599.625, 16949.100, 31846.199 
, 785234.875, 16971.100, 31873.900 
, 786867.812, 16994.100, 31925.400 
, 788514.688, 17016.699, 31953.301 
, 790169.375, 17039.699, 32006.301 
, 791826.875, 17062.301, 32034.301 
, 793484.812, 17086.199, 32087.400 
, 795170.312, 17109.301, 32115.500 
, 796868.188, 17132.301, 32167.400 
, 798561.312, 17154.699, 32195.699 
, 800218.625, 17177.900, 32247.801 
, 801900.875, 17200.100, 32276.301 
, 803599.188, 17223.500, 32332.301 
, 805277.000, 17245.600, 32360.699 
, 806940.625, 17269.199, 32416.600 
, 808631.125, 17291.699, 32444.900 
, 810309.812, 17314.699, 32498.199 
, 811993.500, 17337.100, 32526.600 
, 813674.188, 17359.900, 32580.000 
, 815367.812, 17382.000, 32608.500 
, 817072.000, 17405.699, 32663.301 
, 818777.312, 17428.100, 32691.801 
, 820483.188, 17451.699, 32746.600 
, 822208.500, 17474.301, 32775.102 
, 823942.000, 17497.600, 32828.602 
, 825675.375, 17519.400, 32857.199 
, 827397.375, 17542.699, 32910.801 
, 829135.000, 17564.801, 32939.500 
, 830885.625, 17588.400, 32995.699 
, 832630.312, 17610.900, 33024.301 
, 834369.812, 17634.199, 33080.398 
, 836127.375, 17656.000, 33108.898 
, 837887.375, 17679.500, 33161.199 
, 839649.812, 17701.400, 33189.898 
, 841411.812, 17724.699, 33242.398 
, 843186.500, 17747.100, 33271.301 
, 844969.625, 17770.500, 33325.301 
, 846755.125, 17793.100, 33354.301 
, 848540.812, 17817.600, 33408.398 
, 850402.312, 17841.100, 33437.500 
, 852305.188, 17864.500, 33490.398 
, 854164.688, 17887.100, 33519.699 
, 855853.625, 17909.900, 33572.801 
, 857615.000, 17932.000, 33602.301 
, 859423.000, 17955.699, 33661.699 
, 861123.375, 17978.199, 33690.898 
, 862742.188, 18001.801, 33750.000 
, 864434.625, 18023.801, 33778.898 
, 866050.625, 18047.301, 33835.199 
, 867670.125, 18069.500, 33864.000 
, 869287.188, 18092.699, 33920.199 
, 870916.625, 18114.600, 33948.898 
, 872556.812, 18138.301, 34006.301 
, 874198.125, 18160.699, 34034.801 
, 875839.812, 18184.301, 34092.000 
, 877501.312, 18206.900, 34120.301 
, 879170.625, 18230.000, 34176.000 
, 880841.500, 18252.500, 34204.199 
, 882498.375, 18275.301, 34259.801 
, 884173.125, 18297.900, 34287.898 
, 885858.188, 18320.801, 34345.898 
, 887538.875, 18343.301, 34373.699 
, 889214.375, 18366.600, 34431.398 
, 890909.500, 18389.100, 34458.898 
, 892604.188, 18412.100, 34510.199 
, 894302.625, 18434.000, 34537.898 
, 896000.625, 18457.301, 34589.398 
, 897710.188, 18479.400, 34617.301 
, 899430.375, 18503.100, 34670.301 
, 901150.625, 18525.199, 34698.301 
, 902873.625, 18549.400, 34751.398 
, 904621.812, 18572.000, 34779.500 
, 906385.000, 18595.500, 34831.398 
, 908142.312, 18618.100, 34859.699 
, 909863.000, 18640.900, 34911.801 
, 911609.875, 18663.500, 34940.301 
, 913371.812, 18686.500, 34996.301 
, 915114.875, 18709.100, 35024.699 
, 916841.625, 18732.600, 35080.602 
, 918595.688, 18754.699, 35108.898 
, 920338.625, 18777.900, 35162.199 
, 922086.125, 18800.100, 35190.602 
, 923831.188, 18823.301, 35244.000 
, 925589.875, 18845.699, 35272.500 
, 927356.812, 18868.900, 35327.301 
, 929126.312, 18891.500, 35355.801 
, 930896.188, 18915.100, 35410.602 
, 932685.312, 18937.500, 35439.102 
, 934482.812, 18960.801, 35492.602 
, 936281.312, 18982.900, 35521.199 
, 938066.188, 19005.900, 35574.801 
, 939867.812, 19028.000, 35603.500 
, 941682.188, 19051.400, 35659.699 
, 943491.125, 19074.100, 35688.301 
, 945294.188, 19097.199, 35744.398 
, 947116.188, 19119.199, 35772.898 
, 948940.188, 19142.699, 35825.199 
, 950766.625, 19164.600, 35853.898 
, 952592.625, 19187.900, 35906.398 
, 954431.500, 19210.500, 35935.301 
, 956278.188, 19233.500, 35989.301 
, 958126.625, 19255.801, 36018.301 
, 959977.625, 19280.301, 36072.398 
, 961871.125, 19303.699, 36101.500 
, 963786.625, 19326.801, 36154.398 
, 965684.500, 19349.301, 36183.699 
, 967501.625, 19372.500, 36236.801 
, 969360.125, 19394.699, 36266.301 
, 971243.812, 19418.000, 36324.500 
, 973079.875, 19440.900, 36353.801 
, 974876.625, 19464.000, 36411.801 
, 976716.188, 19486.000, 36440.898 
, 978524.375, 19509.699, 36496.199 
, 980335.875, 19531.900, 36525.301 
, 982145.000, 19554.900, 36580.602 
, 983966.188, 19576.801, 36609.699 
, 985798.188, 19600.301, 36666.301 
, 987631.875, 19623.100, 36695.301 
, 989465.625, 19646.500, 36751.801 
, 991317.812, 19668.801, 36780.699 
, 993180.188, 19692.199, 36835.801 
, 995043.125, 19714.699, 36864.699 
, 996891.812, 19737.500, 36919.801 
, 998757.375, 19759.600, 36948.699 
, 1000635.812, 19783.000, 37006.301 
, 1002507.375, 19805.199, 37035.000 
, 1004375.812, 19828.801, 37092.398 
, 1006263.125, 19851.301, 37120.898 
, 1008149.812, 19874.301, 37173.199 
, 1010041.312, 19896.500, 37201.898 
, 1011930.375, 19919.500, 37254.398 
, 1013833.125, 19942.100, 37283.301 
, 1015743.812, 19965.100, 37337.301 
, 1017657.500, 19987.900, 37366.301 
, 1019571.375, 20011.801, 37420.398 
, 1021512.688, 20034.699, 37449.500 
, 1023466.625, 20057.699, 37502.398 
, 1025415.875, 20080.301, 37531.699 
, 1027329.000, 20103.301, 37584.801 
, 1029266.188, 20125.199, 37614.301 
, 1031221.375, 20148.699, 37671.301 
, 1033156.688, 20171.500, 37700.699 
, 1035075.375, 20194.801, 37757.602 
, 1037021.500, 20217.100, 37786.898 
, 1038956.188, 20240.100, 37841.199 
Quantidade de operações para inserção de registros ordenados em order crescente
, Arvore AVL, Arvore Rubro-negran, Arvore B
, 1, 2, 5 
, 8, 5, 12 
, 27, 11, 34 
, 40, 16, 43 
, 66, 23, 65 
, 99, 29, 75 
, 127, 37, 112 
, 150, 46, 123 
, 187, 54, 147 
, 232, 62, 159 
, 273, 71, 196 
, 332, 81, 208 
, 373, 90, 233 
, 422, 99, 246 
, 467, 109, 298 
, 508, 120, 311 
, 564, 130, 337 
, 629, 142, 351 
, 691, 152, 390 
, 772, 163, 404 
, 836, 173, 431 
, 909, 184, 446 
, 979, 195, 498 
, 1088, 207, 512 
, 1152, 218, 539 
, 1225, 231, 554 
, 1295, 242, 594 
, 1384, 254, 609 
, 1456, 265, 637 
, 1537, 277, 653 
, 1615, 289, 720 
, 1690, 302, 735 
, 1781, 314, 763 
, 1882, 328, 779 
, 1981, 340, 820 
, 2100, 353, 836 
, 2203, 365, 865 
, 2316, 380, 882 
, 2427, 392, 936 
, 2578, 405, 952 
, 2685, 417, 981 
, 2802, 431, 998 
, 2917, 443, 1040 
, 3052, 456, 1057 
, 3171, 468, 1087 
, 3300, 482, 1105 
, 3427, 495, 1172 
, 3634, 509, 1188 
, 3741, 522, 1217 
, 3858, 537, 1234 
, 3973, 550, 1276 
, 4108, 564, 1293 
, 4227, 577, 1323 
, 4356, 593, 1341 
, 4483, 606, 1396 
, 4650, 620, 1413 
, 4773, 633, 1443 
, 4906, 648, 1461 
, 5037, 661, 1504 
, 5188, 675, 1522 
, 5323, 688, 1553 
, 5468, 703, 1572 
, 5611, 717, 1654 
, 5752, 732, 1671 
, 5910, 746, 1701 
, 6079, 762, 1719 
, 6247, 776, 1762 
, 6436, 791, 1780 
, 6610, 805, 1811 
, 6795, 822, 1830 
, 6979, 836, 1886 
, 7204, 851, 1904 
, 7386, 865, 1935 
, 7579, 881, 1954 
, 7771, 895, 1998 
, 7984, 910, 2017 
, 8182, 924, 2049 
, 8391, 942, 2069 
, 8599, 956, 2138 
, 8888, 971, 2156 
, 9078, 985, 2187 
, 9279, 1001, 2206 
, 9479, 1015, 2250 
, 9700, 1030, 2269 
, 9906, 1044, 2301 
, 10123, 1061, 2321 
, 10339, 1075, 2378 
, 10596, 1090, 2397 
, 10810, 1104, 2429 
, 11035, 1120, 2449 
, 11259, 1134, 2494 
, 11504, 1149, 2514 
, 11734, 1163, 2547 
, 11975, 1180, 2568 
, 12215, 1195, 2650 
, 12616, 1211, 2668 
, 12806, 1226, 2699 
, 13007, 1243, 2718 
, 13207, 1258, 2762 
, 13428, 1274, 2781 
, 13634, 1289, 2813 
, 13851, 1307, 2833 
, 14067, 1322, 2890 
, 14324, 1338, 2909 
, 14538, 1353, 2941 
, 14763, 1370, 2961 
, 14987, 1385, 3006 
, 15232, 1401, 3026 
, 15462, 1416, 3059 
, 15703, 1435, 3080 
, 15943, 1450, 3150 
, 16264, 1466, 3169 
, 16486, 1481, 3201 
, 16719, 1498, 3221 
, 16951, 1513, 3266 
, 17204, 1529, 3286 
, 17442, 1544, 3319 
, 17691, 1562, 3340 
, 17939, 1577, 3398 
, 18228, 1593, 3418 
, 18474, 1608, 3451 
, 18731, 1625, 3472 
, 18987, 1640, 3518 
, 19264, 1656, 3539 
, 19526, 1671, 3573 
, 19799, 1689, 3595 
, 20071, 1705, 3692 
, 20342, 1722, 3711 
, 20631, 1738, 3743 
, 20932, 1756, 3763 
, 21233, 1772, 3808 
, 21556, 1789, 3828 
, 21865, 1805, 3861 
, 22186, 1824, 3882 
, 22507, 1840, 3940 
, 22870, 1857, 3960 
, 23191, 1873, 3993 
, 23524, 1891, 4014 
, 23857, 1907, 4060 
, 24212, 1924, 4081 
, 24553, 1940, 4115 
, 24906, 1960, 4137 
, 25259, 1976, 4208 
, 25694, 1993, 4228 
, 26031, 2009, 4261 
, 26380, 2027, 4282 
, 26729, 2043, 4328 
, 27100, 2060, 4349 
, 27457, 2076, 4383 
, 27826, 2095, 4405 
, 28195, 2111, 4464 
, 28606, 2128, 4485 
, 28975, 2144, 4519 
, 29356, 2162, 4541 
, 29737, 2178, 4588 
, 30140, 2195, 4610 
, 30529, 2211, 4645 
, 30930, 2232, 4668 
, 31331, 2248, 4752 
, 31894, 2265, 4772 
, 32247, 2281, 4805 
, 32612, 2299, 4826 
, 32977, 2315, 4872 
, 33364, 2332, 4893 
, 33737, 2348, 4927 
, 34122, 2367, 4949 
, 34507, 2383, 5008 
, 34934, 2400, 5029 
, 35319, 2416, 5063 
, 35716, 2434, 5085 
, 36113, 2450, 5132 
, 36532, 2467, 5154 
, 36937, 2483, 5189 
, 37354, 2503, 5212 
, 37771, 2519, 5284 
, 38270, 2536, 5305 
, 38671, 2552, 5339 
, 39084, 2570, 5361 
, 39497, 2586, 5408 
, 39932, 2603, 5430 
, 40353, 2619, 5465 
, 40786, 2638, 5488 
, 41219, 2654, 5548 
, 41694, 2671, 5570 
, 42127, 2687, 5605 
, 42572, 2705, 5628 
, 43017, 2721, 5676 
, 43484, 2738, 5699 
, 43937, 2754, 5735 
, 44402, 2774, 5759 
, 44867, 2791, 5856 
, 45654, 2809, 5876 
, 46007, 2826, 5909 
, 46372, 2845, 5930 
, 46737, 2862, 5976 
, 47124, 2880, 5997 
, 47497, 2897, 6031 
, 47882, 2917, 6053 
, 48267, 2934, 6112 
, 48694, 2952, 6133 
, 49079, 2969, 6167 
, 49476, 2988, 6189 
, 49873, 3005, 6236 
, 50292, 3023, 6258 
, 50697, 3040, 6293 
, 51114, 3061, 6316 
, 51531, 3078, 6388 
, 52030, 3096, 6409 
, 52431, 3113, 6443 
, 52844, 3132, 6465 
, 53257, 3149, 6512 
, 53692, 3167, 6534 
, 54113, 3184, 6569 
, 54546, 3204, 6592 
, 54979, 3221, 6652 
, 55454, 3239, 6674 
, 55887, 3256, 6709 
, 56332, 3275, 6732 
, 56777, 3292, 6780 
, 57244, 3310, 6803 
, 57697, 3327, 6839 
, 58162, 3349, 6863 
, 58627, 3366, 6948 
, 59254, 3384, 6969 
, 59671, 3401, 7003 
, 60100, 3420, 7025 
, 60529, 3437, 7072 
, 60980, 3455, 7094 
, 61417, 3472, 7129 
, 61866, 3492, 7152 
, 62315, 3509, 7212 
, 62806, 3527, 7234 
, 63255, 3544, 7269 
, 63716, 3563, 7292 
, 64177, 3580, 7340 
, 64660, 3598, 7363 
, 65129, 3615, 7399 
, 65610, 3636, 7423 
, 66091, 3653, 7496 
, 66654, 3671, 7518 
, 67119, 3688, 7553 
, 67596, 3707, 7576 
, 68073, 3724, 7624 
, 68572, 3742, 7647 
, 69057, 3759, 7683 
, 69554, 3779, 7707 
, 70051, 3796, 7768 
, 70590, 3814, 7791 
, 71087, 3831, 7827 
, 71596, 3850, 7851 
, 72105, 3867, 7900 
, 72636, 3885, 7924 
, 73153, 3902, 7961 
, 73682, 3923, 7986 
, 74211, 3941, 8098 
, 74740, 3960, 8119 
, 75288, 3978, 8153 
, 75849, 3998, 8175 
, 76411, 4016, 8222 
, 76996, 4035, 8244 
, 77568, 4053, 8279 
, 78153, 4074, 8302 
, 78739, 4092, 8362 
, 79368, 4111, 8384 
, 79956, 4129, 8419 
, 80557, 4149, 8442 
, 81159, 4167, 8490 
, 81784, 4186, 8513 
, 82396, 4204, 8549 
, 83021, 4226, 8573 
, 83647, 4244, 8646 
, 84356, 4263, 8668 
, 84968, 4281, 8703 
, 85593, 4301, 8726 
, 86219, 4319, 8774 
, 86868, 4338, 8797 
, 87504, 4356, 8833 
, 88153, 4377, 8857 
, 88803, 4395, 8918 
, 89496, 4414, 8941 
, 90148, 4432, 8977 
, 90813, 4452, 9001 
, 91479, 4470, 9050 
, 92168, 4489, 9074 
, 92844, 4507, 9111 
, 93533, 4530, 9136 
, 94223, 4548, 9222 
, 95076, 4567, 9244 
, 95720, 4585, 9279 
, 96377, 4605, 9302 
, 97035, 4623, 9350 
, 97716, 4642, 9373 
, 98384, 4660, 9409 
, 99065, 4681, 9433 
, 99747, 4699, 9494 
, 100472, 4718, 9517 
, 101156, 4736, 9553 
, 101853, 4756, 9577 
, 102551, 4774, 9626 
, 103272, 4793, 9650 
, 103980, 4811, 9687 
, 104701, 4833, 9712 
, 105423, 4851, 9786 
, 106228, 4870, 9809 
, 106936, 4888, 9845 
, 107657, 4908, 9869 
, 108379, 4926, 9918 
, 109124, 4945, 9942 
, 109856, 4963, 9979 
, 110601, 4984, 10004 
, 111347, 5002, 10066 
, 112136, 5021, 10090 
, 112884, 5039, 10127 
, 113645, 5059, 10152 
, 114407, 5077, 10202 
, 115192, 5096, 10227 
, 115964, 5114, 10265 
, 116749, 5138, 10291 
, 117535, 5156, 10390 
, 118644, 5175, 10412 
, 119320, 5193, 10447 
, 120009, 5213, 10470 
, 120699, 5231, 10518 
, 121412, 5250, 10541 
, 122112, 5268, 10577 
, 122825, 5289, 10601 
, 123539, 5307, 10662 
, 124296, 5326, 10685 
, 125012, 5344, 10721 
, 125741, 5364, 10745 
, 126471, 5382, 10794 
, 127224, 5401, 10818 
, 127964, 5419, 10855 
, 128717, 5441, 10880 
, 129471, 5459, 10954 
, 130308, 5478, 10977 
, 131048, 5496, 11013 
, 131801, 5516, 11037 
, 132555, 5534, 11086 
, 133332, 5553, 11110 
, 134096, 5571, 11147 
, 134873, 5592, 11172 
, 135651, 5610, 11234 
, 136472, 5629, 11258 
, 137252, 5647, 11295 
, 138045, 5667, 11320 
, 138839, 5685, 11370 
, 139656, 5704, 11395 
, 140460, 5722, 11433 
, 141277, 5745, 11459 
, 142095, 5763, 11546 
, 143076, 5782, 11569 
, 143848, 5800, 11605 
, 144633, 5820, 11629 
, 145419, 5838, 11678 
, 146228, 5857, 11702 
, 147024, 5875, 11739 
, 147833, 5896, 11764 
, 148643, 5914, 11826 
, 149496, 5933, 11850 
, 150308, 5951, 11887 
, 151133, 5971, 11912 
, 151959, 5989, 11962 
, 152808, 6008, 11987 
, 153644, 6026, 12025 
, 154493, 6048, 12051 
, 155343, 6066, 12126 
, 156276, 6085, 12150 
, 157112, 6103, 12187 
, 157961, 6123, 12212 
, 158811, 6141, 12262 
, 159684, 6160, 12287 
, 160544, 6178, 12325 
, 161417, 6199, 12351 
, 162291, 6217, 12414 
, 163208, 6236, 12439 
, 164084, 6254, 12477 
, 164973, 6274, 12503 
, 165863, 6292, 12554 
, 166776, 6311, 12580 
, 167676, 6329, 12619 
, 168589, 6352, 12646 
, 169503, 6371, 12758 
, 171060, 6391, 12780 
, 171736, 6410, 12815 
, 172425, 6431, 12838 
, 173115, 6450, 12886 
, 173828, 6470, 12909 
, 174528, 6489, 12945 
, 175241, 6511, 12969 
, 175955, 6530, 13030 
, 176712, 6550, 13053 
, 177428, 6569, 13089 
, 178157, 6590, 13113 
, 178887, 6609, 13162 
, 179640, 6629, 13186 
, 180380, 6648, 13223 
, 181133, 6671, 13248 
, 181887, 6690, 13322 
, 182724, 6710, 13345 
, 183464, 6729, 13381 
, 184217, 6750, 13405 
, 184971, 6769, 13454 
, 185748, 6789, 13478 
, 186512, 6808, 13515 
, 187289, 6830, 13540 
, 188067, 6849, 13602 
, 188888, 6869, 13626 
, 189668, 6888, 13663 
, 190461, 6909, 13688 
, 191255, 6928, 13738 
, 192072, 6948, 13763 
, 192876, 6967, 13801 
, 193693, 6991, 13827 
, 194511, 7010, 13914 
, 195492, 7030, 13937 
, 196264, 7049, 13973 
, 197049, 7070, 13997 
, 197835, 7089, 14046 
, 198644, 7109, 14070 
, 199440, 7128, 14107 
, 200249, 7150, 14132 
, 201059, 7169, 14194 
, 201912, 7189, 14218 
, 202724, 7208, 14255 
, 203549, 7229, 14280 
, 204375, 7248, 14330 
, 205224, 7268, 14355 
, 206060, 7287, 14393 
, 206909, 7310, 14419 
, 207759, 7329, 14494 
, 208692, 7349, 14518 
, 209528, 7368, 14555 
, 210377, 7389, 14580 
, 211227, 7408, 14630 
, 212100, 7428, 14655 
, 212960, 7447, 14693 
, 213833, 7469, 14719 
, 214707, 7488, 14782 
, 215624, 7508, 14807 
, 216500, 7527, 14845 
, 217389, 7548, 14871 
, 218279, 7567, 14922 
, 219192, 7587, 14948 
, 220092, 7606, 14987 
, 221005, 7631, 15014 
, 221919, 7650, 15114 
, 223156, 7670, 15137 
, 223960, 7689, 15173 
, 224777, 7710, 15197 
, 225595, 7729, 15246 
, 226436, 7749, 15270 
, 227264, 7768, 15307 
, 228105, 7790, 15332 
, 228947, 7809, 15394 
, 229832, 7829, 15418 
, 230676, 7848, 15455 
, 231533, 7869, 15480 
, 232391, 7888, 15530 
, 233272, 7908, 15555 
, 234140, 7927, 15593 
, 235021, 7950, 15619 
, 235903, 7969, 15694 
, 236868, 7989, 15718 
, 237736, 8008, 15755 
, 238617, 8029, 15780 
, 239499, 8048, 15830 
, 240404, 8068, 15855 
, 241296, 8087, 15893 
, 242201, 8109, 15919 
, 243107, 8128, 15982 
, 244056, 8148, 16007 
, 244964, 8167, 16045 
, 245885, 8188, 16071 
, 246807, 8207, 16122 
, 247752, 8227, 16148 
, 248684, 8246, 16187 
, 249629, 8270, 16214 
, 250575, 8289, 16302 
, 251684, 8309, 16326 
, 252584, 8328, 16363 
, 253497, 8349, 16388 
, 254411, 8368, 16438 
, 255348, 8388, 16463 
, 256272, 8407, 16501 
, 257209, 8429, 16527 
, 258147, 8448, 16590 
, 259128, 8468, 16615 
, 260068, 8487, 16653 
, 261021, 8508, 16679 
, 261975, 8527, 16730 
, 262952, 8547, 16756 
, 263916, 8566, 16795 
, 264893, 8589, 16822 
, 265871, 8608, 16898 
, 266932, 8628, 16923 
, 267896, 8647, 16961 
, 268873, 8668, 16987 
, 269851, 8687, 17038 
, 270852, 8707, 17064 
, 271840, 8726, 17103 
, 272841, 8748, 17130 
, 273843, 8767, 17194 
, 274888, 8787, 17220 
, 275892, 8806, 17259 
, 276909, 8827, 17286 
, 277927, 8846, 17338 
, 278968, 8866, 17365 
, 279996, 8885, 17405 
, 281037, 8909, 17433 
, 282079, 8929, 17560 
, 283122, 8950, 17583 
, 284185, 8970, 17619 
, 285262, 8992, 17643 
, 286341, 9012, 17692 
, 287444, 9033, 17716 
, 288535, 9053, 17753 
, 289640, 9076, 17778 
, 290747, 9096, 17840 
, 291898, 9117, 17864 
, 293009, 9137, 17901 
, 294134, 9159, 17926 
, 295261, 9179, 17976 
, 296412, 9200, 18001 
, 297551, 9220, 18039 
, 298704, 9244, 18065 
, 299859, 9264, 18140 
, 301098, 9285, 18164 
, 302241, 9305, 18201 
, 303398, 9327, 18226 
, 304557, 9347, 18276 
, 305740, 9368, 18301 
, 306911, 9388, 18339 
, 308096, 9411, 18365 
, 309283, 9431, 18428 
, 310514, 9452, 18453 
, 311705, 9472, 18491 
, 312910, 9494, 18517 
, 314117, 9514, 18568 
, 315348, 9535, 18594 
, 316567, 9555, 18633 
, 317800, 9580, 18660 
, 319035, 9600, 18748 
, 320434, 9621, 18772 
, 321625, 9641, 18809 
, 322830, 9663, 18834 
, 324037, 9683, 18884 
, 325268, 9704, 18909 
, 326487, 9724, 18947 
, 327720, 9747, 18973 
, 328955, 9767, 19036 
, 330234, 9788, 19061 
, 331473, 9808, 19099 
, 332726, 9830, 19125 
, 333981, 9850, 19176 
, 335260, 9871, 19202 
, 336527, 9891, 19241 
, 337808, 9915, 19268 
, 339091, 9935, 19344 
, 340458, 9956, 19369 
, 341729, 9976, 19407 
, 343014, 9998, 19433 
, 344301, 10018, 19484 
, 345612, 10039, 19510 
, 346911, 10059, 19549 
, 348224, 10082, 19576 
